,Class,x1,y1,x2,y2,Frame
6,book,298,363,414,394,frame4673.jpg
14,laptop,298,382,505,531,frame4673.jpg
15,laptop,586,425,810,699,frame4673.jpg
16,laptop,551,381,716,465,frame4673.jpg
17,laptop,712,380,902,497,frame4673.jpg
0,tie,1129,498,1161,539,frame4674.jpg
1,cell phone,150,333,176,354,frame4674.jpg
3,mouse,367,536,418,568,frame4674.jpg
4,keyboard,638,566,722,672,frame4674.jpg
5,cell phone,367,536,418,568,frame4674.jpg
7,book,300,364,418,395,frame4674.jpg
14,laptop,298,382,505,530,frame4674.jpg
16,laptop,551,380,716,466,frame4674.jpg
17,laptop,585,424,810,700,frame4674.jpg
19,laptop,711,380,903,497,frame4674.jpg
0,cell phone,150,333,176,354,frame4675.jpg
3,mouse,368,536,417,568,frame4675.jpg
4,keyboard,638,565,722,672,frame4675.jpg
5,tie,1131,499,1163,539,frame4675.jpg
6,cell phone,367,536,417,568,frame4675.jpg
7,book,301,364,420,398,frame4675.jpg
14,laptop,298,382,506,530,frame4675.jpg
16,laptop,552,380,716,466,frame4675.jpg
17,laptop,584,424,810,700,frame4675.jpg
19,laptop,711,380,903,496,frame4675.jpg
0,keyboard,300,454,430,525,frame4676.jpg
2,cell phone,150,333,175,355,frame4676.jpg
3,keyboard,637,565,722,672,frame4676.jpg
4,mouse,368,536,417,568,frame4676.jpg
5,book,301,366,421,396,frame4676.jpg
6,tie,1131,502,1159,542,frame4676.jpg
7,cell phone,367,536,417,568,frame4676.jpg
15,laptop,298,381,506,531,frame4676.jpg
16,laptop,552,381,716,465,frame4676.jpg
17,laptop,584,424,810,700,frame4676.jpg
19,laptop,710,380,904,497,frame4676.jpg
0,keyboard,300,454,430,526,frame4677.jpg
2,cell phone,151,334,175,356,frame4677.jpg
3,keyboard,637,565,722,672,frame4677.jpg
5,mouse,367,536,417,568,frame4677.jpg
6,cell phone,367,536,417,568,frame4677.jpg
7,tie,1121,508,1149,540,frame4677.jpg
8,book,297,366,424,410,frame4677.jpg
16,laptop,298,381,506,531,frame4677.jpg
17,laptop,585,425,810,700,frame4677.jpg
18,laptop,551,380,716,466,frame4677.jpg
20,laptop,711,380,902,496,frame4677.jpg
1,cell phone,150,334,175,354,frame4678.jpg
3,keyboard,637,565,722,672,frame4678.jpg
4,mouse,367,536,418,568,frame4678.jpg
5,cell phone,367,537,418,568,frame4678.jpg
6,tie,1120,506,1150,542,frame4678.jpg
7,book,297,367,423,411,frame4678.jpg
15,laptop,298,382,506,530,frame4678.jpg
16,laptop,552,380,716,466,frame4678.jpg
17,laptop,586,424,810,700,frame4678.jpg
19,laptop,711,380,902,496,frame4678.jpg
0,tie,1130,502,1162,542,frame4679.jpg
1,keyboard,300,454,430,526,frame4679.jpg
4,keyboard,637,565,722,672,frame4679.jpg
5,book,300,366,422,401,frame4679.jpg
6,cell phone,151,334,176,356,frame4679.jpg
7,cell phone,367,536,417,568,frame4679.jpg
14,laptop,298,382,506,530,frame4679.jpg
16,laptop,552,381,716,465,frame4679.jpg
17,laptop,584,424,810,700,frame4679.jpg
19,laptop,710,379,902,497,frame4679.jpg
0,keyboard,300,454,430,526,frame4680.jpg
2,cell phone,150,334,175,355,frame4680.jpg
3,keyboard,638,566,722,672,frame4680.jpg
4,book,304,366,423,398,frame4680.jpg
5,mouse,367,536,417,568,frame4680.jpg
6,cell phone,367,536,417,568,frame4680.jpg
14,laptop,298,382,506,532,frame4680.jpg
16,laptop,552,380,716,466,frame4680.jpg
17,laptop,584,424,810,700,frame4680.jpg
19,laptop,711,379,902,497,frame4680.jpg
0,keyboard,300,454,430,526,frame4681.jpg
3,mouse,367,536,416,568,frame4681.jpg
4,keyboard,637,566,722,672,frame4681.jpg
5,cell phone,150,334,176,358,frame4681.jpg
6,cell phone,367,536,417,568,frame4681.jpg
7,book,302,367,425,398,frame4681.jpg
14,laptop,298,382,506,531,frame4681.jpg
16,laptop,552,381,716,466,frame4681.jpg
17,laptop,585,425,810,700,frame4681.jpg
19,laptop,710,379,902,497,frame4681.jpg
1,cell phone,151,334,177,356,frame4682.jpg
2,mouse,367,536,417,568,frame4682.jpg
3,cell phone,367,536,417,568,frame4682.jpg
4,keyboard,638,566,722,672,frame4682.jpg
5,book,304,367,425,397,frame4682.jpg
14,laptop,298,382,506,531,frame4682.jpg
15,laptop,552,381,716,465,frame4682.jpg
16,laptop,585,425,810,700,frame4682.jpg
18,laptop,711,379,903,498,frame4682.jpg
0,keyboard,300,454,430,526,frame4683.jpg
3,mouse,367,536,417,568,frame4683.jpg
4,keyboard,638,565,722,672,frame4683.jpg
5,cell phone,149,334,175,358,frame4683.jpg
6,cell phone,367,536,417,568,frame4683.jpg
7,book,303,367,424,398,frame4683.jpg
15,laptop,299,381,506,532,frame4683.jpg
16,laptop,552,381,716,466,frame4683.jpg
17,laptop,585,425,810,700,frame4683.jpg
19,laptop,711,380,904,497,frame4683.jpg
0,tie,1128,500,1158,548,frame4684.jpg
2,mouse,367,536,417,568,frame4684.jpg
3,cell phone,367,536,417,568,frame4684.jpg
4,keyboard,637,566,722,672,frame4684.jpg
5,cell phone,150,334,175,359,frame4684.jpg
7,book,303,367,424,397,frame4684.jpg
15,laptop,298,382,506,532,frame4684.jpg
16,laptop,552,380,716,466,frame4684.jpg
17,laptop,585,425,810,700,frame4684.jpg
19,laptop,710,379,904,497,frame4684.jpg
1,cell phone,149,335,175,359,frame4685.jpg
2,keyboard,637,566,722,672,frame4685.jpg
3,mouse,367,536,417,568,frame4685.jpg
4,cell phone,367,536,418,568,frame4685.jpg
5,book,299,368,428,401,frame4685.jpg
6,laptop,300,368,426,400,frame4685.jpg
14,laptop,298,382,506,530,frame4685.jpg
15,laptop,552,381,716,466,frame4685.jpg
16,laptop,584,424,810,700,frame4685.jpg
18,laptop,711,379,903,498,frame4685.jpg
1,keyboard,638,566,722,672,frame4686.jpg
3,book,307,368,426,396,frame4686.jpg
4,mouse,367,536,417,568,frame4686.jpg
5,cell phone,367,536,417,568,frame4686.jpg
12,laptop,298,382,506,531,frame4686.jpg
14,laptop,552,380,716,466,frame4686.jpg
16,laptop,585,424,810,700,frame4686.jpg
17,laptop,710,378,902,497,frame4686.jpg
2,mouse,367,536,417,568,frame4687.jpg
3,keyboard,638,565,722,671,frame4687.jpg
4,cell phone,367,536,417,568,frame4687.jpg
5,book,307,368,425,396,frame4687.jpg
13,laptop,298,381,506,531,frame4687.jpg
14,laptop,551,380,717,466,frame4687.jpg
16,laptop,584,425,810,700,frame4687.jpg
17,laptop,710,378,903,497,frame4687.jpg
2,tie,1128,504,1156,548,frame4688.jpg
3,mouse,367,536,417,568,frame4688.jpg
4,keyboard,637,566,722,672,frame4688.jpg
5,cell phone,367,536,417,568,frame4688.jpg
6,book,307,368,425,396,frame4688.jpg
14,laptop,298,382,506,530,frame4688.jpg
15,laptop,552,380,716,466,frame4688.jpg
16,laptop,585,425,810,700,frame4688.jpg
18,laptop,708,375,902,497,frame4688.jpg
0,cell phone,151,334,174,355,frame4689.jpg
3,mouse,367,536,417,568,frame4689.jpg
4,keyboard,638,566,722,672,frame4689.jpg
5,tie,1127,507,1151,550,frame4689.jpg
6,cell phone,367,536,417,568,frame4689.jpg
7,book,305,368,425,396,frame4689.jpg
15,laptop,298,381,505,530,frame4689.jpg
16,laptop,552,380,716,466,frame4689.jpg
18,laptop,584,424,810,700,frame4689.jpg
19,laptop,710,378,904,497,frame4689.jpg
0,keyboard,300,454,430,525,frame4690.jpg
3,mouse,367,536,417,568,frame4690.jpg
4,keyboard,638,565,722,671,frame4690.jpg
5,cell phone,367,536,417,568,frame4690.jpg
6,book,306,368,426,395,frame4690.jpg
7,tie,1120,503,1148,541,frame4690.jpg
14,laptop,298,381,506,531,frame4690.jpg
15,laptop,552,380,716,466,frame4690.jpg
16,laptop,584,425,810,700,frame4690.jpg
18,laptop,710,380,904,497,frame4690.jpg
0,keyboard,300,454,430,525,frame4691.jpg
3,keyboard,638,566,722,672,frame4691.jpg
4,mouse,367,536,417,568,frame4691.jpg
5,cell phone,367,536,417,568,frame4691.jpg
6,book,306,368,425,396,frame4691.jpg
13,laptop,298,381,506,531,frame4691.jpg
14,laptop,552,380,716,466,frame4691.jpg
15,laptop,585,424,810,700,frame4691.jpg
17,laptop,710,378,904,497,frame4691.jpg
0,tie,1131,498,1163,544,frame4692.jpg
2,mouse,367,536,417,568,frame4692.jpg
3,bottle,232,271,257,336,frame4692.jpg
5,keyboard,638,566,722,672,frame4692.jpg
6,cell phone,367,536,417,568,frame4692.jpg
7,book,307,368,426,395,frame4692.jpg
13,laptop,298,382,505,532,frame4692.jpg
15,laptop,552,380,716,466,frame4692.jpg
16,laptop,585,425,810,700,frame4692.jpg
18,laptop,708,376,904,498,frame4692.jpg
0,keyboard,300,454,430,526,frame4693.jpg
1,cell phone,151,333,173,356,frame4693.jpg
3,tie,1132,498,1164,542,frame4693.jpg
4,bottle,232,269,257,336,frame4693.jpg
5,keyboard,637,566,722,672,frame4693.jpg
6,cell phone,367,536,417,568,frame4693.jpg
8,book,306,368,426,395,frame4693.jpg
15,laptop,298,382,506,531,frame4693.jpg
16,laptop,552,381,716,466,frame4693.jpg
17,laptop,585,424,810,700,frame4693.jpg
19,laptop,710,378,903,497,frame4693.jpg
0,keyboard,300,454,430,525,frame4694.jpg
1,cell phone,150,333,172,355,frame4694.jpg
4,mouse,367,536,417,568,frame4694.jpg
5,keyboard,637,565,722,672,frame4694.jpg
6,cell phone,367,536,417,568,frame4694.jpg
7,book,304,368,426,395,frame4694.jpg
15,laptop,298,381,506,531,frame4694.jpg
16,laptop,552,381,716,466,frame4694.jpg
17,laptop,584,424,810,700,frame4694.jpg
19,laptop,710,379,904,497,frame4694.jpg
0,laptop,304,367,426,405,frame4695.jpg
1,cell phone,150,333,172,354,frame4695.jpg
2,cup,843,284,904,338,frame4695.jpg
4,tie,1121,492,1149,540,frame4695.jpg
5,keyboard,638,566,722,672,frame4695.jpg
6,mouse,367,536,417,568,frame4695.jpg
7,book,305,368,426,400,frame4695.jpg
8,cell phone,367,536,418,568,frame4695.jpg
17,laptop,298,381,506,531,frame4695.jpg
18,laptop,552,381,716,466,frame4695.jpg
19,laptop,585,425,810,700,frame4695.jpg
21,laptop,710,378,904,498,frame4695.jpg
0,keyboard,301,454,430,525,frame4696.jpg
2,tie,1132,500,1162,541,frame4696.jpg
3,cell phone,147,334,173,359,frame4696.jpg
5,mouse,367,536,417,567,frame4696.jpg
7,keyboard,638,566,722,672,frame4696.jpg
8,cell phone,367,536,417,568,frame4696.jpg
9,book,298,367,430,406,frame4696.jpg
17,laptop,299,381,505,531,frame4696.jpg
18,laptop,552,381,716,466,frame4696.jpg
19,laptop,710,378,904,498,frame4696.jpg
21,laptop,585,425,810,700,frame4696.jpg
0,keyboard,301,454,430,525,frame4697.jpg
1,cell phone,151,334,174,356,frame4697.jpg
3,mouse,367,536,417,568,frame4697.jpg
4,keyboard,638,565,722,671,frame4697.jpg
5,cell phone,367,536,418,568,frame4697.jpg
6,book,299,368,430,406,frame4697.jpg
16,laptop,299,381,506,531,frame4697.jpg
17,laptop,552,380,716,466,frame4697.jpg
18,laptop,585,425,810,700,frame4697.jpg
19,laptop,710,378,904,498,frame4697.jpg
0,keyboard,301,454,430,525,frame4698.jpg
1,cell phone,370,412,406,440,frame4698.jpg
3,cell phone,367,536,418,568,frame4698.jpg
4,cell phone,301,368,429,399,frame4698.jpg
6,cell phone,149,334,173,358,frame4698.jpg
7,keyboard,638,565,722,671,frame4698.jpg
9,book,298,368,429,406,frame4698.jpg
18,laptop,299,381,505,531,frame4698.jpg
19,laptop,551,381,716,466,frame4698.jpg
20,laptop,710,377,904,498,frame4698.jpg
21,laptop,586,425,810,700,frame4698.jpg
0,cell phone,370,412,406,439,frame4699.jpg
1,keyboard,301,454,430,525,frame4699.jpg
2,cell phone,147,334,172,360,frame4699.jpg
4,cell phone,301,367,428,398,frame4699.jpg
6,tie,1119,491,1147,542,frame4699.jpg
7,book,298,367,428,404,frame4699.jpg
8,keyboard,638,566,722,672,frame4699.jpg
9,cell phone,367,537,418,568,frame4699.jpg
17,laptop,299,381,505,531,frame4699.jpg
18,laptop,551,381,716,466,frame4699.jpg
19,laptop,586,425,810,700,frame4699.jpg
21,laptop,710,378,902,497,frame4699.jpg
0,cell phone,370,413,406,440,frame4700.jpg
1,mouse,367,536,417,568,frame4700.jpg
2,keyboard,301,454,430,525,frame4700.jpg
3,cell phone,301,368,429,400,frame4700.jpg
4,cell phone,147,334,173,360,frame4700.jpg
6,cell phone,367,536,418,568,frame4700.jpg
7,keyboard,638,566,722,672,frame4700.jpg
9,book,300,367,428,405,frame4700.jpg
17,laptop,299,381,506,531,frame4700.jpg
18,laptop,551,381,716,466,frame4700.jpg
19,laptop,708,376,903,498,frame4700.jpg
20,laptop,585,424,810,700,frame4700.jpg
0,keyboard,302,454,430,525,frame4701.jpg
1,book,298,369,428,407,frame4701.jpg
3,mouse,367,536,417,568,frame4701.jpg
4,keyboard,638,565,722,671,frame4701.jpg
5,cell phone,367,536,418,568,frame4701.jpg
6,cell phone,300,368,430,399,frame4701.jpg
7,cell phone,148,334,174,359,frame4701.jpg
16,laptop,299,382,505,531,frame4701.jpg
17,laptop,552,381,716,466,frame4701.jpg
18,laptop,585,425,810,700,frame4701.jpg
19,laptop,710,377,904,498,frame4701.jpg
1,keyboard,301,454,430,525,frame4702.jpg
3,mouse,367,536,417,568,frame4702.jpg
4,cell phone,367,536,418,568,frame4702.jpg
5,cell phone,147,334,173,360,frame4702.jpg
6,keyboard,638,566,722,672,frame4702.jpg
7,book,306,368,428,397,frame4702.jpg
16,laptop,298,381,506,531,frame4702.jpg
17,laptop,552,381,716,466,frame4702.jpg
18,laptop,708,376,906,498,frame4702.jpg
19,laptop,585,425,810,700,frame4702.jpg
0,keyboard,301,454,429,525,frame4703.jpg
2,mouse,367,536,417,568,frame4703.jpg
4,cell phone,367,536,417,568,frame4703.jpg
5,keyboard,637,566,722,672,frame4703.jpg
6,cell phone,148,334,173,359,frame4703.jpg
7,book,302,368,427,399,frame4703.jpg
16,laptop,552,381,716,466,frame4703.jpg
17,laptop,299,382,505,531,frame4703.jpg
18,laptop,708,376,906,498,frame4703.jpg
19,laptop,585,424,810,700,frame4703.jpg
0,tie,1125,498,1155,547,frame4704.jpg
1,keyboard,301,454,430,525,frame4704.jpg
3,cell phone,147,334,173,360,frame4704.jpg
4,cell phone,367,537,418,568,frame4704.jpg
5,keyboard,636,565,722,671,frame4704.jpg
7,book,300,367,426,404,frame4704.jpg
15,laptop,299,382,506,532,frame4704.jpg
16,laptop,552,380,716,466,frame4704.jpg
17,laptop,585,424,810,700,frame4704.jpg
18,laptop,710,380,906,498,frame4704.jpg
1,mouse,367,536,417,568,frame4705.jpg
3,cell phone,367,536,417,568,frame4705.jpg
4,cell phone,147,334,172,360,frame4705.jpg
5,keyboard,638,565,722,672,frame4705.jpg
7,book,302,367,427,398,frame4705.jpg
15,laptop,299,382,506,531,frame4705.jpg
16,laptop,552,380,716,466,frame4705.jpg
18,laptop,585,425,810,700,frame4705.jpg
19,laptop,712,380,906,497,frame4705.jpg
0,keyboard,300,454,430,525,frame4706.jpg
1,cell phone,147,334,172,360,frame4706.jpg
2,tie,1123,502,1153,544,frame4706.jpg
4,cup,844,286,904,339,frame4706.jpg
5,mouse,367,536,417,568,frame4706.jpg
7,keyboard,637,565,722,672,frame4706.jpg
8,cell phone,367,536,418,568,frame4706.jpg
9,book,302,368,428,398,frame4706.jpg
18,laptop,299,382,506,530,frame4706.jpg
19,laptop,551,380,717,466,frame4706.jpg
20,laptop,585,425,810,700,frame4706.jpg
21,laptop,712,379,904,497,frame4706.jpg
1,mouse,367,536,417,568,frame4707.jpg
2,cup,845,286,905,339,frame4707.jpg
3,cell phone,149,334,173,359,frame4707.jpg
5,cell phone,367,536,418,568,frame4707.jpg
6,keyboard,637,565,722,672,frame4707.jpg
8,book,304,368,428,398,frame4707.jpg
16,laptop,299,382,505,531,frame4707.jpg
17,laptop,551,380,717,466,frame4707.jpg
18,laptop,711,379,903,497,frame4707.jpg
19,laptop,585,425,810,700,frame4707.jpg
0,keyboard,301,454,430,525,frame4708.jpg
2,cell phone,146,335,173,361,frame4708.jpg
3,mouse,367,536,417,568,frame4708.jpg
5,keyboard,638,566,722,672,frame4708.jpg
6,cup,844,286,904,339,frame4708.jpg
7,cell phone,367,536,418,568,frame4708.jpg
9,book,306,368,428,397,frame4708.jpg
17,laptop,586,424,810,700,frame4708.jpg
18,laptop,299,382,506,531,frame4708.jpg
19,laptop,552,379,718,466,frame4708.jpg
20,laptop,713,380,902,497,frame4708.jpg
0,cell phone,147,334,173,360,frame4709.jpg
2,mouse,367,536,417,568,frame4709.jpg
3,cup,844,286,904,339,frame4709.jpg
4,cell phone,366,536,418,568,frame4709.jpg
5,keyboard,638,566,722,672,frame4709.jpg
8,book,306,368,429,396,frame4709.jpg
17,laptop,299,381,506,531,frame4709.jpg
18,laptop,551,379,718,466,frame4709.jpg
19,laptop,586,424,810,700,frame4709.jpg
20,laptop,713,379,902,498,frame4709.jpg
0,tie,1125,494,1157,548,frame4710.jpg
1,cell phone,150,334,174,356,frame4710.jpg
2,keyboard,638,565,722,671,frame4710.jpg
3,cell phone,367,537,418,568,frame4710.jpg
4,mouse,367,537,417,568,frame4710.jpg
6,book,305,368,429,397,frame4710.jpg
14,laptop,299,381,506,530,frame4710.jpg
16,laptop,551,380,717,466,frame4710.jpg
17,laptop,585,425,810,700,frame4710.jpg
18,laptop,710,379,904,497,frame4710.jpg
0,mouse,367,537,417,568,frame4711.jpg
2,cell phone,367,537,418,568,frame4711.jpg
3,cell phone,147,334,172,360,frame4711.jpg
4,keyboard,638,566,722,672,frame4711.jpg
6,book,303,368,430,399,frame4711.jpg
14,laptop,299,382,506,531,frame4711.jpg
15,laptop,551,380,717,466,frame4711.jpg
17,laptop,585,425,810,700,frame4711.jpg
18,laptop,710,378,903,497,frame4711.jpg
0,cell phone,301,368,430,400,frame4712.jpg
1,cell phone,146,334,172,361,frame4712.jpg
3,tie,1125,503,1153,549,frame4712.jpg
4,keyboard,638,565,722,671,frame4712.jpg
5,mouse,367,536,417,568,frame4712.jpg
6,book,298,366,431,404,frame4712.jpg
7,cell phone,367,537,417,568,frame4712.jpg
16,laptop,586,424,810,700,frame4712.jpg
17,laptop,299,382,505,530,frame4712.jpg
19,laptop,550,380,718,466,frame4712.jpg
20,laptop,709,377,901,497,frame4712.jpg
0,keyboard,301,454,430,525,frame4713.jpg
1,book,300,366,432,404,frame4713.jpg
3,cell phone,307,368,430,396,frame4713.jpg
4,tie,1125,503,1153,549,frame4713.jpg
5,cell phone,147,334,174,361,frame4713.jpg
6,mouse,367,536,417,568,frame4713.jpg
7,cell phone,367,536,417,568,frame4713.jpg
8,keyboard,638,565,722,672,frame4713.jpg
17,laptop,298,382,506,530,frame4713.jpg
19,laptop,551,380,717,466,frame4713.jpg
20,laptop,584,426,810,700,frame4713.jpg
21,laptop,710,378,900,497,frame4713.jpg
1,cell phone,147,335,172,360,frame4714.jpg
2,tie,1124,502,1152,549,frame4714.jpg
3,mouse,367,536,417,568,frame4714.jpg
4,keyboard,637,564,722,672,frame4714.jpg
5,cell phone,367,536,417,568,frame4714.jpg
6,book,298,366,431,406,frame4714.jpg
13,laptop,299,382,506,530,frame4714.jpg
15,laptop,585,424,810,700,frame4714.jpg
17,laptop,551,380,718,466,frame4714.jpg
18,laptop,710,378,902,497,frame4714.jpg
0,keyboard,300,454,430,525,frame4715.jpg
1,tie,1125,502,1153,549,frame4715.jpg
3,cell phone,147,335,172,361,frame4715.jpg
4,book,298,368,430,407,frame4715.jpg
5,mouse,367,536,417,568,frame4715.jpg
6,cell phone,298,368,430,400,frame4715.jpg
7,keyboard,637,566,722,672,frame4715.jpg
8,cell phone,367,537,417,568,frame4715.jpg
17,laptop,298,382,506,531,frame4715.jpg
18,laptop,584,424,810,700,frame4715.jpg
19,laptop,551,381,717,466,frame4715.jpg
20,laptop,712,379,902,498,frame4715.jpg
0,tie,1122,502,1152,548,frame4716.jpg
1,cell phone,146,334,173,361,frame4716.jpg
2,keyboard,300,454,430,525,frame4716.jpg
5,book,302,367,427,403,frame4716.jpg
6,keyboard,637,566,722,672,frame4716.jpg
7,cell phone,367,537,417,568,frame4716.jpg
8,mouse,367,536,417,568,frame4716.jpg
15,laptop,298,382,506,530,frame4716.jpg
17,laptop,584,425,810,700,frame4716.jpg
18,laptop,551,380,717,466,frame4716.jpg
19,laptop,710,377,902,498,frame4716.jpg
0,keyboard,300,454,430,525,frame4717.jpg
2,cell phone,146,334,172,361,frame4717.jpg
3,book,301,367,427,405,frame4717.jpg
5,tie,1124,502,1152,548,frame4717.jpg
6,keyboard,638,565,722,672,frame4717.jpg
7,cell phone,367,536,418,568,frame4717.jpg
8,mouse,367,536,417,568,frame4717.jpg
15,laptop,299,382,505,532,frame4717.jpg
17,laptop,585,425,810,700,frame4717.jpg
18,laptop,550,380,718,466,frame4717.jpg
19,laptop,711,376,902,498,frame4717.jpg
0,book,309,368,428,396,frame4718.jpg
2,keyboard,300,454,430,525,frame4718.jpg
3,cup,844,289,906,339,frame4718.jpg
4,keyboard,638,566,722,672,frame4718.jpg
6,mouse,367,536,417,568,frame4718.jpg
7,cell phone,367,536,417,568,frame4718.jpg
15,laptop,298,382,505,531,frame4718.jpg
16,laptop,550,378,718,466,frame4718.jpg
17,laptop,586,424,810,700,frame4718.jpg
18,laptop,711,376,901,498,frame4718.jpg
0,keyboard,300,454,430,525,frame4719.jpg
2,book,303,367,427,403,frame4719.jpg
3,cell phone,147,335,173,361,frame4719.jpg
4,cup,843,288,905,339,frame4719.jpg
5,keyboard,638,566,722,672,frame4719.jpg
7,tie,1123,501,1153,546,frame4719.jpg
8,mouse,367,536,417,568,frame4719.jpg
9,cell phone,367,536,417,568,frame4719.jpg
17,laptop,298,382,506,530,frame4719.jpg
18,laptop,550,379,718,466,frame4719.jpg
19,laptop,586,425,810,700,frame4719.jpg
20,laptop,710,376,900,497,frame4719.jpg
0,bottle,221,276,258,350,frame4720.jpg
2,keyboard,300,454,430,526,frame4720.jpg
3,cell phone,148,335,173,362,frame4720.jpg
4,cup,839,287,902,339,frame4720.jpg
6,book,303,367,428,404,frame4720.jpg
7,tie,1124,502,1154,547,frame4720.jpg
8,mouse,367,536,417,568,frame4720.jpg
9,keyboard,638,566,722,672,frame4720.jpg
10,cell phone,367,536,418,568,frame4720.jpg
18,laptop,298,382,505,531,frame4720.jpg
19,laptop,550,380,718,466,frame4720.jpg
20,laptop,586,424,810,700,frame4720.jpg
21,laptop,710,376,899,498,frame4720.jpg
0,keyboard,301,454,430,525,frame4721.jpg
1,cell phone,146,334,173,361,frame4721.jpg
2,cup,838,287,902,339,frame4721.jpg
5,book,304,367,428,404,frame4721.jpg
6,bottle,222,277,256,352,frame4721.jpg
7,tie,1119,502,1147,540,frame4721.jpg
8,keyboard,638,566,722,672,frame4721.jpg
9,mouse,367,536,417,568,frame4721.jpg
10,cell phone,367,536,417,568,frame4721.jpg
17,laptop,298,382,506,531,frame4721.jpg
19,laptop,552,379,718,466,frame4721.jpg
20,laptop,586,424,810,700,frame4721.jpg
21,laptop,709,376,901,497,frame4721.jpg
0,bottle,224,278,255,356,frame4722.jpg
2,keyboard,301,454,430,525,frame4722.jpg
3,cell phone,148,335,173,360,frame4722.jpg
5,cup,840,287,902,339,frame4722.jpg
6,keyboard,637,566,722,672,frame4722.jpg
7,book,303,367,428,404,frame4722.jpg
8,mouse,367,536,417,568,frame4722.jpg
9,cell phone,367,537,418,568,frame4722.jpg
10,tie,1120,501,1148,540,frame4722.jpg
17,laptop,298,382,505,532,frame4722.jpg
18,laptop,552,379,718,466,frame4722.jpg
20,laptop,585,424,810,700,frame4722.jpg
21,laptop,710,376,902,498,frame4722.jpg
2,cell phone,320,367,428,390,frame4723.jpg
3,bottle,223,277,255,355,frame4723.jpg
4,keyboard,301,454,430,525,frame4723.jpg
5,book,315,368,430,396,frame4723.jpg
6,cell phone,147,334,174,360,frame4723.jpg
7,keyboard,638,566,722,672,frame4723.jpg
8,cell phone,367,536,417,568,frame4723.jpg
9,mouse,367,536,417,568,frame4723.jpg
10,cup,840,284,908,338,frame4723.jpg
17,laptop,298,382,505,531,frame4723.jpg
18,laptop,552,379,717,466,frame4723.jpg
19,laptop,586,425,810,700,frame4723.jpg
20,laptop,709,377,903,497,frame4723.jpg
0,keyboard,301,454,430,525,frame4724.jpg
2,tie,1123,494,1153,537,frame4724.jpg
3,cell phone,147,334,173,360,frame4724.jpg
4,bottle,223,278,256,355,frame4724.jpg
6,keyboard,638,566,722,672,frame4724.jpg
7,mouse,367,536,417,568,frame4724.jpg
8,cell phone,367,536,417,568,frame4724.jpg
9,cup,834,286,914,337,frame4724.jpg
10,cell phone,304,368,429,400,frame4724.jpg
18,laptop,298,382,505,531,frame4724.jpg
19,laptop,552,379,718,466,frame4724.jpg
20,laptop,585,424,810,700,frame4724.jpg
21,laptop,708,376,904,498,frame4724.jpg
0,keyboard,301,454,430,525,frame4725.jpg
3,tie,1126,495,1156,537,frame4725.jpg
4,cell phone,148,335,174,361,frame4725.jpg
5,keyboard,638,565,722,671,frame4725.jpg
6,cell phone,310,368,432,394,frame4725.jpg
7,cup,827,280,876,335,frame4725.jpg
8,cell phone,367,537,417,568,frame4725.jpg
9,mouse,367,536,417,568,frame4725.jpg
17,laptop,298,382,505,531,frame4725.jpg
19,laptop,552,379,718,466,frame4725.jpg
20,laptop,586,425,810,700,frame4725.jpg
21,laptop,710,376,902,498,frame4725.jpg
0,keyboard,302,454,430,525,frame4726.jpg
2,cell phone,306,368,431,395,frame4726.jpg
3,cup,826,281,877,340,frame4726.jpg
4,keyboard,638,566,722,672,frame4726.jpg
5,cell phone,148,335,173,360,frame4726.jpg
6,mouse,367,536,417,568,frame4726.jpg
7,cell phone,367,536,417,568,frame4726.jpg
15,laptop,298,382,505,531,frame4726.jpg
17,laptop,552,379,718,466,frame4726.jpg
18,laptop,710,376,902,498,frame4726.jpg
19,laptop,586,425,810,700,frame4726.jpg
0,book,298,368,433,399,frame4727.jpg
1,keyboard,301,454,430,525,frame4727.jpg
2,cell phone,336,370,430,393,frame4727.jpg
4,cup,827,282,881,333,frame4727.jpg
5,keyboard,638,566,721,672,frame4727.jpg
6,mouse,367,536,417,568,frame4727.jpg
7,cell phone,367,537,418,568,frame4727.jpg
8,tie,1113,494,1143,540,frame4727.jpg
16,laptop,298,382,506,531,frame4727.jpg
17,laptop,550,378,718,466,frame4727.jpg
19,laptop,710,376,902,498,frame4727.jpg
20,laptop,585,425,810,700,frame4727.jpg
1,cup,828,279,887,333,frame4728.jpg
2,cell phone,336,370,430,392,frame4728.jpg
4,keyboard,301,454,430,525,frame4728.jpg
5,cell phone,148,335,174,360,frame4728.jpg
6,mouse,367,536,417,568,frame4728.jpg
7,keyboard,638,566,722,671,frame4728.jpg
8,cell phone,367,537,417,568,frame4728.jpg
9,tie,1114,492,1144,540,frame4728.jpg
17,laptop,552,378,718,466,frame4728.jpg
18,laptop,299,382,505,531,frame4728.jpg
20,laptop,584,424,810,700,frame4728.jpg
21,laptop,710,376,901,498,frame4728.jpg
0,keyboard,302,454,430,525,frame4729.jpg
1,cup,829,279,894,332,frame4729.jpg
3,cell phone,338,369,430,393,frame4729.jpg
4,cell phone,149,335,174,360,frame4729.jpg
6,keyboard,638,566,722,671,frame4729.jpg
7,mouse,367,536,417,568,frame4729.jpg
8,cell phone,367,536,417,568,frame4729.jpg
16,laptop,298,382,506,531,frame4729.jpg
18,laptop,551,378,718,466,frame4729.jpg
19,laptop,586,425,810,700,frame4729.jpg
